grau;id_orgao_julgador;procedimento;anomes;quantidade_baixados;quantidade_remetidos_ent;quantidade_remetidos_saida;quantidade_novos;quantidade_baixados_12m;quantidade_remetidos_ent_12m;quantidade_remetidos_saida_12m;quantidade_novos_12m
G1;170540070001;Execução de Título Extrajudicial;202308;6;0;0;1;31;0;0;31
G1;170540070001;Execução Judicial;202308;24;0;0;27;148;7;7;171
G1;170540070001;Conhecimento;202308;103;1;1;45;596;10;9;443
G1;170540070001;Execução de Título Extrajudicial;202309;0;4;0;2;31;4;0;33
G1;170540070001;Conhecimento;202309;34;1;0;56;630;11;9;499
G1;170540070001;Execução Judicial;202309;12;0;0;32;160;7;7;203
G1;170540070001;Execução de Título Extrajudicial;202310;0;1;0;1;31;5;0;34
G1;170540070001;Execução Judicial;202310;32;1;0;33;192;8;7;236
G1;170540070001;Conhecimento;202310;68;3;2;60;698;14;11;559
G1;170540070001;Conhecimento;202311;51;2;2;63;749;16;13;622
G1;170540070001;Execução de Título Extrajudicial;202311;2;0;0;4;33;5;0;38
G1;170540070001;Execução Judicial;202311;31;0;0;9;223;8;7;245
G1;170540070001;Execução de Título Extrajudicial;202312;3;1;0;1;36;6;0;39
G1;170540070001;Conhecimento;202312;61;1;1;36;810;17;14;658
G1;170540070001;Execução Judicial;202312;24;3;2;9;247;11;9;254
G1;170540070001;Execução Judicial;202401;9;0;0;15;248;9;7;261
G1;170540070001;Execução de Título Extrajudicial;202401;3;0;0;3;34;6;0;35
G1;170540070001;Conhecimento;202401;33;1;0;30;811;15;11;649
G1;170540070001;Execução de Título Extrajudicial;202402;2;0;0;2;36;6;0;36
G1;170540070001;Conhecimento;202402;42;3;2;50;824;17;12;643
G1;170540070001;Execução Judicial;202402;28;0;0;10;264;9;5;257
G1;170540070001;Conhecimento;202403;49;0;0;50;784;17;12;635
G1;170540070001;Execução Judicial;202403;24;0;1;13;262;8;6;239
G1;170540070001;Execução de Título Extrajudicial;202403;0;0;0;0;35;6;0;34
G1;170540070001;Execução de Título Extrajudicial;202404;2;0;0;0;28;6;0;33
G1;170540070001;Execução Judicial;202404;18;0;0;26;266;5;3;233
G1;170540070001;Conhecimento;202404;76;4;0;94;796;20;11;652
G1;170540070001;Conhecimento;202405;71;1;0;78;798;20;11;675
G1;170540070001;Execução Judicial;202405;15;1;0;32;264;6;3;240
G1;170540070001;Execução de Título Extrajudicial;202405;4;0;0;1;25;6;0;33
G1;170540070001;Conhecimento;202406;67;0;0;60;752;18;8;665
G1;170540070001;Execução Judicial;202406;22;0;0;22;262;5;3;248
G1;170540070001;Execução de Título Extrajudicial;202406;8;0;0;2;32;6;0;32
G1;170540070001;Execução de Título Extrajudicial;202407;8;0;0;9;38;6;0;26
G1;170540070001;Execução Judicial;202407;34;4;1;23;273;9;4;251
G1;170540070001;Conhecimento;202407;116;2;0;74;771;19;8;696
G1;170540070001;Conhecimento;202408;80;3;2;93;748;21;9;744
G1;170540070001;Execução de Título Extrajudicial;202408;4;0;0;4;36;6;0;29
G1;170540070001;Execução Judicial;202408;32;2;0;54;281;11;4;278
G1;170540070001;Conhecimento;202409;72;1;0;62;786;21;9;750
G1;170540070001;Execução de Título Extrajudicial;202409;6;0;0;1;42;2;0;28
G1;170540070001;Execução Judicial;202409;32;0;0;29;301;11;4;275
G1;170540070001;Execução de Título Extrajudicial;202410;6;0;0;4;48;1;0;31
G1;170540070001;Conhecimento;202410;42;3;1;35;760;21;8;725
G1;170540070001;Execução Judicial;202410;26;0;0;15;295;10;4;257
G1;170540070001;Execução Judicial;202411;11;2;1;23;275;12;5;271
G1;170540070001;Execução de Título Extrajudicial;202411;1;0;0;0;47;1;0;27
G1;170540070001;Conhecimento;202411;88;2;1;50;797;21;7;712
G1;170540070001;Conhecimento;202412;69;0;0;64;805;20;6;740
G1;170540070001;Execução de Título Extrajudicial;202412;2;1;0;2;46;1;0;28
G1;170540070001;Execução Judicial;202412;49;3;2;23;300;12;5;285
G1;170540070001;Execução Judicial;202501;10;0;0;4;301;12;5;274
G1;170540070001;Conhecimento;202501;22;5;0;42;794;24;6;752
G1;170540070001;Execução de Título Extrajudicial;202501;2;0;0;0;45;1;0;25
G1;170540070001;Execução de Título Extrajudicial;202502;1;0;0;3;44;1;0;26
G1;170540070001;Execução Judicial;202502;27;1;2;30;300;13;7;294
G1;170540070001;Conhecimento;202502;55;3;2;44;807;24;6;746
G1;170540070001;Conhecimento;202503;55;1;0;52;813;25;6;748
G1;170540070001;Execução de Título Extrajudicial;202503;1;0;0;6;45;1;0;32
G1;170540070001;Execução Judicial;202503;23;1;0;31;299;14;6;312
G1;170540070001;Execução de Título Extrajudicial;202504;9;0;0;0;52;1;0;32
G1;170540070001;Execução Judicial;202504;23;4;2;30;304;18;8;316
G1;170540070001;Conhecimento;202504;76;0;0;43;813;21;6;697
G1;170540070001;Execução Judicial;202505;34;3;4;44;323;20;12;328
G1;170540070001;Execução de Título Extrajudicial;202505;5;0;0;0;53;1;0;31
G1;170540070001;Conhecimento;202505;59;1;1;79;801;21;7;698
G1;170540070001;Execução de Título Extrajudicial;202506;7;0;0;1;52;1;0;30
G1;170540070001;Execução Judicial;202506;38;0;0;30;339;20;12;336
G1;170540070001;Conhecimento;202506;61;2;0;71;795;23;7;709
G1;170540070001;Execução de Título Extrajudicial;202507;8;0;0;2;52;1;0;23
G1;170540070001;Execução Judicial;202507;47;2;2;38;352;18;13;351
G1;170540070001;Conhecimento;202507;102;1;1;61;781;22;8;696
G1;170540070001;Execução de Título Extrajudicial;202508;4;0;0;6;52;1;0;25
G1;170540070001;Execução Judicial;202508;13;2;2;26;333;18;15;323
G1;170540070001;Conhecimento;202508;59;1;0;63;760;20;6;666
G1;170540070001;Execução de Título Extrajudicial;202509;13;0;0;0;59;1;0;24
G1;170540070001;Conhecimento;202509;93;0;0;99;781;19;6;703
G1;170540070001;Execução Judicial;202509;27;5;6;57;328;23;21;351
G1;170540070001;Execução Judicial;202510;39;2;2;35;341;25;23;371
G1;170540070001;Execução de Título Extrajudicial;202510;10;1;0;0;63;2;0;20
G1;170540070001;Conhecimento;202510;95;2;0;78;834;18;5;746
G1;170540070001;Execução Judicial;202511;19;1;0;29;349;24;22;377
G1;170540070001;Execução de Título Extrajudicial;202511;3;0;0;0;65;2;0;20
G1;170540070001;Conhecimento;202511;60;1;1;71;806;17;5;767
G1;170540070001;Conhecimento;202512;56;1;2;71;793;18;7;774
G1;170540070001;Execução Judicial;202512;35;0;1;34;335;21;21;388
G1;170540070001;Execução de Título Extrajudicial;202512;3;0;0;2;66;1;0;20
G1;170540070001;Execução de Título Extrajudicial;202601;1;0;0;1;65;1;0;21
G1;170540070001;Execução Judicial;202601;17;0;0;20;342;21;21;404
G1;170540070001;Conhecimento;202601;17;1;0;48;788;14;7;780
G1;170540070001;Execução de Título Extrajudicial;202602;1;0;0;0;65;1;0;18
G1;170540070001;Conhecimento;202602;31;1;1;50;764;12;6;786
G1;170540070001;Execução Judicial;202602;27;0;0;35;342;20;19;409
G1;170540070001;Conhecimento;202603;73;3;0;106;782;14;6;840
G1;170540070001;Execução Judicial;202603;37;1;0;46;356;20;19;424
G1;170540070001;Execução de Título Extrajudicial;202603;4;0;0;0;68;1;0;12
G1;170540070001;Execução Judicial;202604;18;0;0;42;351;16;17;436
G1;170540070001;Execução de Título Extrajudicial;202604;3;0;0;1;62;1;0;13
G1;170540070001;Conhecimento;202604;63;3;2;93;769;17;8;890
G1;170540070001;Execução de Título Extrajudicial;202605;3;0;0;3;60;1;0;16
G1;170540070001;Conhecimento;202605;47;1;0;93;757;17;7;904
G1;170540070001;Execução Judicial;202605;27;1;1;36;344;14;14;428
G1;170540070001;Conhecimento;202606;40;0;0;64;736;15;7;897
G1;170540070001;Execução Judicial;202606;21;0;0;34;327;14;14;432
G1;170540070001;Execução de Título Extrajudicial;202606;1;0;0;3;54;1;0;18
G1;170540070002;Conhecimento;202301;2;0;0;14;2;0;0;14
G1;170540070002;Execução Judicial;202301;0;0;0;0;0;0;0;0
G1;170540070002;Execução Judicial;202302;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202302;22;0;0;14;24;0;0;28
G1;170540070002;Execução Judicial;202303;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202303;6;1;1;24;30;1;1;52
G1;170540070002;Conhecimento;202304;26;0;0;11;56;1;1;63
G1;170540070002;Execução Judicial;202304;0;0;0;0;0;0;0;0
G1;170540070002;Execução Judicial;202305;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202305;21;1;0;16;77;2;1;79
G1;170540070002;Execução Judicial;202306;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202306;17;0;0;26;94;2;1;105
G1;170540070002;Conhecimento;202307;11;2;2;18;105;4;3;123
G1;170540070002;Execução Judicial;202307;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202308;15;2;0;23;120;6;3;146
G1;170540070002;Execução Judicial;202308;0;0;0;0;0;0;0;0
G1;170540070002;Execução Judicial;202309;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202309;12;3;4;29;132;9;7;175
G1;170540070002;Conhecimento;202310;6;0;0;34;138;9;7;209
G1;170540070002;Execução de Título Extrajudicial;202310;0;0;1;1;0;0;1;1
G1;170540070002;Execução Judicial;202310;0;0;0;0;0;0;0;0
G1;170540070002;Execução Judicial;202311;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202311;16;1;1;33;154;10;8;242
G1;170540070002;Conhecimento;202312;31;4;4;17;185;14;12;259
G1;170540070002;Execução Judicial;202312;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202401;15;8;8;45;198;22;20;290
G1;170540070002;Execução Judicial;202401;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202402;47;3;3;27;223;25;23;303
G1;170540070002;Execução Judicial;202402;0;0;0;0;0;0;0;0
G1;170540070002;Execução Judicial;202403;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202403;11;0;0;26;228;24;22;305
G1;170540070002;Conhecimento;202404;28;1;1;29;230;25;23;323
G1;170540070002;Execução Judicial;202404;0;0;0;0;0;0;0;0
G1;170540070002;Execução Judicial;202405;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202405;21;3;2;44;230;27;25;351
G1;170540070002;Execução Judicial;202406;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202406;40;1;1;36;253;28;26;361
G1;170540070002;Execução Judicial;202407;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202407;35;0;0;13;277;26;24;356
G1;170540070002;Conhecimento;202408;9;2;2;31;271;26;26;364
G1;170540070002;Execução Judicial;202408;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202409;44;2;2;17;303;25;24;352
G1;170540070002;Execução Judicial;202409;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202410;32;4;4;22;329;29;28;340
G1;170540070002;Execução Judicial;202410;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202411;15;3;0;12;328;31;27;319
G1;170540070002;Execução Judicial;202411;0;0;0;0;0;0;0;0
G1;170540070002;Execução Judicial;202412;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202412;9;0;0;9;306;27;23;311
G1;170540070002;Execução Judicial;202501;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202501;24;6;1;13;315;25;16;279
G1;170540070002;Execução Judicial;202502;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202502;9;1;0;25;277;23;13;277
G1;170540070002;Conhecimento;202503;15;5;0;11;281;28;13;262
G1;170540070002;Execução Judicial;202503;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202504;15;2;0;12;268;29;12;245
G1;170540070002;Execução Judicial;202504;0;0;0;0;0;0;0;0
G1;170540070002;Execução Judicial;202505;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202505;26;2;1;8;273;28;11;209
G1;170540070002;Conhecimento;202506;25;5;0;20;258;32;10;193
G1;170540070002;Execução Judicial;202506;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202507;68;3;1;13;291;35;11;193
G1;170540070002;Execução Judicial;202507;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202508;27;12;0;10;309;45;9;172
G1;170540070002;Execução Judicial;202508;0;0;0;0;0;0;0;0
G1;170540070002;Execução Judicial;202509;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202509;15;5;0;11;280;48;7;166
G1;170540070002;Conhecimento;202510;32;6;1;22;280;50;4;166
G1;170540070002;Execução Judicial;202510;0;0;0;0;0;0;0;0
G1;170540070002;Execução Judicial;202511;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202511;13;2;0;12;278;49;4;166
G1;170540070002;Execução Judicial;202512;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202512;19;4;0;16;288;53;4;173
G1;170540070002;Conhecimento;202601;15;6;0;16;279;53;3;176
G1;170540070002;Execução Judicial;202601;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202602;5;4;0;10;275;56;3;161
G1;170540070002;Execução Judicial;202602;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202603;2;2;0;20;262;53;3;170
G1;170540070002;Execução Judicial;202603;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202604;14;0;0;13;261;51;3;171
G1;170540070002;Execução Judicial;202604;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202605;17;2;4;12;252;51;6;175
G1;170540070002;Execução Judicial;202605;0;0;0;0;0;0;0;0
G1;170540070002;Conhecimento;202606;17;2;3;8;244;48;9;163
G1;170540070002;Execução Judicial;202606;0;0;0;0;0;0;0;0
G1;170540070003;Execução de Título Extrajudicial;202303;0;0;0;1;0;0;0;1
G1;170540070003;Execução de Título Extrajudicial;202308;0;0;0;4;0;0;0;5
G1;170540070003;Execução de Título Extrajudicial;202309;0;0;4;0;0;0;4;5
G1;170540070003;Execução de Título Extrajudicial;202312;0;0;1;0;0;0;5;5
G1;170540070003;Execução de Título Extrajudicial;202410;0;0;0;1;0;0;1;1
G1;170540070003;Execução de Título Extrajudicial;202412;0;0;1;0;0;0;1;1
G1;170540070003;Conhecimento;202505;0;0;0;1;0;0;0;1
G1;170540070003;Conhecimento;202506;0;0;1;0;0;0;1;1
G1;170540070003;Execução de Título Extrajudicial;202508;0;0;0;1;0;0;1;2
G1;170540070003;Execução de Título Extrajudicial;202510;0;0;1;0;0;0;2;1
G1;170540070003;Conhecimento;202603;0;0;0;1;0;0;1;2
G1;170540070003;Conhecimento;202604;0;0;1;0;0;0;2;2
G1;170540070004;Conhecimento;202404;0;0;0;2;0;0;0;2
G1;170540070004;Conhecimento;202405;0;0;1;0;0;0;1;2
G1;170540070004;Conhecimento;202504;0;0;0;1;0;0;1;1
G1;170540070004;Conhecimento;202505;0;0;1;0;0;0;1;1
G1;170540070004;Conhecimento;202506;0;0;1;0;0;0;2;1
G1;170540070012;Conhecimento;202301;0;0;1;1;0;0;1;1
G1;170540070012;Execução Judicial;202401;0;0;0;1;0;0;0;1
G1;170540070012;Execução Judicial;202404;0;0;0;1;0;0;0;2
G1;170540070012;Execução Judicial;202405;0;0;1;0;0;0;1;2
G1;170540070012;Execução Judicial;202408;0;0;1;0;0;0;2;2
G1;335470170001;Conhecimento;202301;3;3;3;6;3;3;3;6
G1;335470170001;Execução de Título Extrajudicial;202301;0;0;0;0;0;0;0;0
G1;335470170001;Execução Judicial;202301;6;0;0;2;6;0;0;2
G1;335470170001;Execução Judicial;202302;2;0;0;2;8;0;0;4
G1;335470170001;Conhecimento;202302;5;0;1;5;8;3;4;11
G1;335470170001;Execução de Título Extrajudicial;202302;0;0;0;0;0;0;0;0
G1;335470170001;Execução de Título Extrajudicial;202303;0;0;0;0;0;0;0;0
G1;335470170001;Conhecimento;202303;11;0;0;7;19;3;4;18
G1;335470170001;Execução Judicial;202303;4;0;0;5;12;0;0;9
G1;335470170001;Execução Judicial;202304;4;0;0;2;16;0;0;11
G1;335470170001;Execução de Título Extrajudicial;202304;0;0;0;0;0;0;0;0
G1;335470170001;Conhecimento;202304;8;0;0;14;27;3;4;32
G1;335470170001;Execução de Título Extrajudicial;202305;0;0;0;0;0;0;0;0
G1;335470170001;Conhecimento;202305;20;2;1;6;47;5;5;38
G1;335470170001;Execução Judicial;202305;7;2;2;5;23;2;2;16
G1;335470170001;Execução de Título Extrajudicial;202306;0;0;0;1;0;0;0;1
G1;335470170001;Execução Judicial;202306;0;0;0;0;23;2;2;16
G1;335470170001;Conhecimento;202306;24;0;1;4;71;5;6;42
G1;335470170001;Execução Judicial;202307;3;1;0;0;26;3;2;16
G1;335470170001;Conhecimento;202307;12;1;0;2;83;6;6;44
G1;335470170001;Execução de Título Extrajudicial;202307;0;0;0;2;0;0;0;3
G1;335470170001;Execução de Título Extrajudicial;202308;0;0;0;1;0;0;0;4
G1;335470170001;Conhecimento;202308;10;0;0;24;93;6;6;68
G1;335470170001;Execução Judicial;202308;2;0;0;7;28;3;2;23
G1;335470170001;Execução Judicial;202309;3;0;0;7;31;3;2;30
G1;335470170001;Conhecimento;202309;19;1;0;23;112;7;6;91
G1;335470170001;Execução de Título Extrajudicial;202309;1;0;0;0;1;0;0;4
G1;335470170001;Execução de Título Extrajudicial;202310;0;0;0;0;1;0;0;4
G1;335470170001;Conhecimento;202310;16;0;0;17;128;7;6;108
G1;335470170001;Execução Judicial;202310;5;1;1;3;36;4;3;33
G1;335470170001;Execução de Título Extrajudicial;202311;0;0;0;2;1;0;0;6
G1;335470170001;Conhecimento;202311;13;5;2;4;141;12;8;112
G1;335470170001;Execução Judicial;202311;5;0;0;0;41;4;3;33
G1;335470170001;Execução de Título Extrajudicial;202312;1;0;0;1;2;0;0;7
G1;335470170001;Execução Judicial;202312;21;1;0;3;62;5;3;36
G1;335470170001;Conhecimento;202312;45;2;1;6;186;14;9;118
G1;335470170001;Execução Judicial;202401;2;0;0;2;58;5;3;36
G1;335470170001;Conhecimento;202401;3;1;1;41;186;12;7;153
G1;335470170001;Execução de Título Extrajudicial;202401;0;0;0;0;2;0;0;7
G1;335470170001;Execução Judicial;202402;1;0;0;2;57;5;3;36
G1;335470170001;Execução de Título Extrajudicial;202402;2;0;0;2;4;0;0;9
G1;335470170001;Conhecimento;202402;19;2;2;17;200;14;8;165
G1;335470170001;Conhecimento;202403;31;1;0;10;220;15;8;168
G1;335470170001;Execução de Título Extrajudicial;202403;1;0;0;0;5;0;0;9
G1;335470170001;Execução Judicial;202403;3;2;2;3;56;7;5;34
G1;335470170001;Execução de Título Extrajudicial;202404;2;0;0;0;7;0;0;9
G1;335470170001;Conhecimento;202404;33;1;0;32;245;16;8;186
G1;335470170001;Execução Judicial;202404;2;1;1;0;54;8;6;32
G1;335470170001;Conhecimento;202405;36;0;0;12;261;14;7;192
G1;335470170001;Execução de Título Extrajudicial;202405;1;0;0;0;8;0;0;9
G1;335470170001;Execução Judicial;202405;6;1;0;3;53;7;4;30
G1;335470170001;Execução de Título Extrajudicial;202406;0;0;0;1;8;0;0;9
G1;335470170001;Conhecimento;202406;24;1;1;25;261;15;7;213
G1;335470170001;Execução Judicial;202406;5;0;0;3;58;7;4;33
G1;335470170001;Conhecimento;202407;17;0;0;20;266;14;7;231
G1;335470170001;Execução de Título Extrajudicial;202407;1;0;0;1;9;0;0;8
G1;335470170001;Execução Judicial;202407;12;1;0;7;67;7;4;40
G1;335470170001;Execução Judicial;202408;6;1;1;3;71;8;5;36
G1;335470170001;Conhecimento;202408;18;2;0;10;274;16;7;217
G1;335470170001;Execução de Título Extrajudicial;202408;6;0;0;1;15;0;0;8
G1;335470170001;Execução Judicial;202409;4;0;0;11;72;8;5;40
G1;335470170001;Conhecimento;202409;15;1;0;16;270;16;7;210
G1;335470170001;Execução de Título Extrajudicial;202409;0;0;0;0;14;0;0;8
G1;335470170001;Conhecimento;202410;10;3;0;17;264;19;7;210
G1;335470170001;Execução de Título Extrajudicial;202410;2;0;0;4;16;0;0;12
G1;335470170001;Execução Judicial;202410;9;1;1;11;76;8;5;48
G1;335470170001;Execução Judicial;202411;9;0;0;4;80;8;5;52
G1;335470170001;Execução de Título Extrajudicial;202411;1;0;0;1;17;0;0;11
G1;335470170001;Conhecimento;202411;30;1;1;30;281;15;6;236
G1;335470170001;Execução Judicial;202412;0;0;0;4;59;7;5;53
G1;335470170001;Conhecimento;202412;13;4;3;28;249;17;8;258
G1;335470170001;Execução de Título Extrajudicial;202412;0;0;0;0;16;0;0;10
G1;335470170001;Execução Judicial;202501;5;0;0;6;62;7;5;57
G1;335470170001;Execução de Título Extrajudicial;202501;0;0;0;0;16;0;0;10
G1;335470170001;Conhecimento;202501;5;1;0;26;251;17;7;243
G1;335470170001;Execução de Título Extrajudicial;202502;0;0;0;2;14;0;0;10
G1;335470170001;Execução Judicial;202502;4;0;0;2;65;7;5;57
G1;335470170001;Conhecimento;202502;27;0;1;15;259;15;6;241
G1;335470170001;Execução de Título Extrajudicial;202503;1;0;0;0;14;0;0;10
G1;335470170001;Conhecimento;202503;14;2;1;12;242;16;7;243
G1;335470170001;Execução Judicial;202503;4;0;0;4;66;5;3;58
G1;335470170001;Conhecimento;202504;13;3;1;30;222;18;8;241
G1;335470170001;Execução de Título Extrajudicial;202504;0;0;0;1;12;0;0;11
G1;335470170001;Execução Judicial;202504;4;0;1;8;68;4;3;66
G1;335470170001;Conhecimento;202505;25;3;0;34;211;21;8;263
G1;335470170001;Execução Judicial;202505;7;1;1;12;69;4;4;75
G1;335470170001;Execução de Título Extrajudicial;202505;1;0;0;0;12;0;0;11
G1;335470170001;Conhecimento;202506;15;2;0;15;202;22;7;253
G1;335470170001;Execução Judicial;202506;4;0;0;1;68;4;4;73
G1;335470170001;Execução de Título Extrajudicial;202506;2;0;0;0;14;0;0;10
G1;335470170001;Execução Judicial;202507;9;0;0;2;65;3;4;68
G1;335470170001;Execução de Título Extrajudicial;202507;0;1;1;0;13;1;1;9
G1;335470170001;Conhecimento;202507;16;2;1;24;201;24;8;257
G1;335470170001;Execução Judicial;202508;7;0;0;4;66;2;3;69
G1;335470170001;Conhecimento;202508;24;2;3;12;207;24;11;259
G1;335470170001;Execução de Título Extrajudicial;202508;0;0;0;0;7;1;1;8
G1;335470170001;Execução Judicial;202509;9;0;0;3;71;2;3;61
G1;335470170001;Execução de Título Extrajudicial;202509;0;0;0;0;7;1;1;8
G1;335470170001;Conhecimento;202509;26;1;0;21;218;24;11;264
G1;335470170001;Conhecimento;202510;16;4;3;24;224;25;14;271
G1;335470170001;Execução Judicial;202510;3;1;1;3;65;2;3;53
G1;335470170001;Execução de Título Extrajudicial;202510;0;0;0;0;5;1;1;4
G1;335470170001;Execução de Título Extrajudicial;202511;0;0;0;0;4;1;1;3
G1;335470170001;Execução Judicial;202511;4;1;0;4;60;3;3;53
G1;335470170001;Conhecimento;202511;26;3;1;9;220;27;14;250
G1;335470170001;Execução de Título Extrajudicial;202512;0;0;0;0;4;1;1;3
G1;335470170001;Execução Judicial;202512;4;0;0;6;64;3;3;55
G1;335470170001;Conhecimento;202512;20;0;2;45;227;23;13;267
G1;335470170001;Execução de Título Extrajudicial;202601;0;0;0;0;4;1;1;3
G1;335470170001;Conhecimento;202601;7;0;0;19;229;22;13;260
G1;335470170001;Execução Judicial;202601;6;1;0;11;65;4;3;60
G1;335470170001;Execução Judicial;202602;8;0;0;7;69;4;3;65
G1;335470170001;Execução de Título Extrajudicial;202602;0;0;0;0;4;1;1;1
G1;335470170001;Conhecimento;202602;23;1;1;14;225;23;13;259
G1;335470170001;Execução Judicial;202603;3;0;0;7;68;4;3;68
G1;335470170001;Conhecimento;202603;26;1;1;30;237;22;13;277
G1;335470170001;Execução de Título Extrajudicial;202603;0;0;0;0;3;1;1;1
G1;335470170001;Execução de Título Extrajudicial;202604;2;0;0;1;5;1;1;1
G1;335470170001;Execução Judicial;202604;3;0;0;3;67;4;2;63
G1;335470170001;Conhecimento;202604;20;0;3;22;244;19;15;269
G1;335470170001;Execução de Título Extrajudicial;202605;0;0;0;0;4;1;1;1
G1;335470170001;Conhecimento;202605;19;0;1;36;238;16;16;271
G1;335470170001;Execução Judicial;202605;8;0;0;4;68;3;1;55
G1;335470170001;Execução Judicial;202606;6;0;1;6;70;3;2;60
G1;335470170001;Conhecimento;202606;16;2;0;13;239;16;16;269
G1;335470170001;Execução de Título Extrajudicial;202606;0;0;0;0;2;1;1;1
G1;335470170002;Conhecimento;202301;4;2;2;6;4;2;2;6
G1;335470170002;Execução Judicial;202301;0;0;0;0;0;0;0;0
G1;335470170002;Execução Judicial;202302;0;0;0;0;0;0;0;0
G1;335470170002;Conhecimento;202302;2;2;2;3;6;4;4;9
G1;335470170002;Execução Judicial;202303;1;0;0;0;1;0;0;0
G1;335470170002;Conhecimento;202303;5;3;2;11;11;7;6;20
G1;335470170002;Conhecimento;202304;5;4;3;18;16;11;9;38
G1;335470170002;Execução Judicial;202304;0;0;0;0;1;0;0;0
G1;335470170002;Conhecimento;202305;14;4;4;21;30;15;13;59
G1;335470170002;Execução Judicial;202305;0;1;0;0;1;1;0;0
G1;335470170002;Execução Judicial;202306;0;0;0;0;1;1;0;0
G1;335470170002;Conhecimento;202306;23;2;2;14;53;17;15;73
G1;335470170002;Conhecimento;202307;5;7;6;53;58;24;21;126
G1;335470170002;Execução Judicial;202307;0;0;0;0;1;1;0;0
G1;335470170002;Conhecimento;202308;26;0;0;27;84;24;21;153
G1;335470170002;Execução Judicial;202308;1;0;0;0;2;1;0;0
G1;335470170002;Conhecimento;202309;27;3;2;18;111;27;23;171
G1;335470170002;Execução Judicial;202309;0;0;0;0;2;1;0;0
G1;335470170002;Execução Judicial;202310;0;0;0;0;2;1;0;0
G1;335470170002;Conhecimento;202310;6;2;2;17;117;29;25;188
G1;335470170002;Execução Judicial;202311;0;0;0;0;2;1;0;0
G1;335470170002;Conhecimento;202311;3;5;5;22;120;34;30;210
G1;335470170002;Execução Judicial;202312;0;0;0;0;2;1;0;0
G1;335470170002;Conhecimento;202312;61;2;1;19;181;36;31;229
G1;335470170002;Conhecimento;202401;5;2;1;8;182;36;30;231
G1;335470170002;Execução Judicial;202401;0;0;0;0;2;1;0;0
G1;335470170002;Execução Judicial;202402;0;0;0;0;2;1;0;0
G1;335470170002;Conhecimento;202402;10;4;4;21;190;38;32;249
G1;335470170002;Conhecimento;202403;7;2;1;23;192;37;31;261
G1;335470170002;Conhecimento;202404;14;4;4;14;201;37;32;257
G1;335470170002;Conhecimento;202405;15;4;1;20;202;37;29;256
G1;335470170002;Conhecimento;202406;2;1;1;15;181;36;28;257
G1;335470170002;Conhecimento;202407;22;6;7;21;198;35;29;225
G1;335470170002;Conhecimento;202408;4;5;5;22;176;40;34;220
G1;335470170002;Conhecimento;202409;6;7;6;20;155;44;38;222
G1;335470170002;Conhecimento;202410;4;7;7;17;153;49;43;222
G1;335470170002;Conhecimento;202411;6;7;5;11;156;51;43;211
G1;335470170002;Conhecimento;202412;5;2;0;3;100;51;42;195
G1;335470170002;Conhecimento;202501;8;5;0;15;103;54;41;202
G1;335470170002;Conhecimento;202502;9;4;2;5;102;54;39;186
G1;335470170002;Conhecimento;202503;3;5;0;8;98;57;38;171
G1;335470170002;Conhecimento;202504;9;1;1;5;93;54;35;162
G1;335470170002;Conhecimento;202505;15;3;0;11;93;53;34;153
G1;335470170002;Conhecimento;202506;17;1;1;9;108;53;34;147
G1;335470170002;Conhecimento;202507;25;8;0;20;111;55;27;146
G1;335470170002;Conhecimento;202508;7;3;1;4;114;53;23;128
G1;335470170002;Conhecimento;202509;3;1;1;6;111;47;18;114
G1;335470170002;Conhecimento;202510;21;5;0;10;128;45;11;107
