grau;id_orgao_julgador;procedimento;anomes;quantidade_baixados;quantidade_remetidos_ent;quantidade_remetidos_saida;quantidade_novos;quantidade_baixados_12m;quantidade_remetidos_ent_12m;quantidade_remetidos_saida_12m;quantidade_novos_12m
G1;137300810002;Execução Judicial;202411;22;0;0;30;210;16;10;263
G1;137300810002;Conhecimento;202411;145;26;14;179;1509;290;145;1261
G1;137300810002;Execução Judicial;202412;20;1;1;20;227;14;9;273
G1;137300810002;Conhecimento;202412;88;20;9;92;1467;297;146;1278
G1;137300810002;Conhecimento;202501;52;12;4;64;1480;277;124;1274
G1;137300810002;Execução Judicial;202501;15;0;0;11;236;14;9;280
G1;137300810002;Conhecimento;202502;120;37;32;84;1524;296;147;1262
G1;137300810002;Execução Judicial;202502;11;0;0;18;241;13;8;295
G1;137300810002;Execução Judicial;202503;16;1;1;19;254;13;9;293
G1;137300810002;Conhecimento;202503;76;27;27;86;1500;309;166;1254
G1;137300810002;Conhecimento;202504;88;22;7;60;1443;290;153;1162
G1;137300810002;Execução Judicial;202504;19;1;1;25;254;8;6;277
G1;137300810002;Execução Judicial;202505;6;2;0;35;235;10;6;282
G1;137300810002;Conhecimento;202505;152;42;40;108;1442;309;177;1172
G1;137300810002;Conhecimento;202506;94;28;7;85;1420;307;175;1152
G1;137300810002;Execução Judicial;202506;22;4;1;51;233;14;7;308
G1;137300810002;Execução Judicial;202507;30;1;3;48;216;13;9;313
G1;137300810002;Conhecimento;202507;119;27;6;244;1320;315;174;1314
G1;137300810002;Execução Judicial;202508;30;1;0;57;234;13;9;357
G1;137300810002;Conhecimento;202508;68;15;12;149;1243;306;180;1317
G1;137300810002;Conhecimento;202509;108;21;7;112;1220;306;177;1362
G1;137300810002;Execução Judicial;202509;31;0;1;41;242;12;9;380
G1;137300810002;Execução Judicial;202510;33;0;0;14;255;11;8;369
G1;137300810002;Conhecimento;202510;97;26;11;69;1207;303;176;1332
G1;137300810002;Execução Judicial;202511;17;3;3;24;250;14;11;363
G1;137300810002;Conhecimento;202511;70;39;13;87;1132;316;175;1240
G1;137300810002;Execução Judicial;202512;20;5;5;30;250;18;15;373
G1;137300810002;Conhecimento;202512;90;17;7;82;1134;313;173;1230
G1;137300810002;Conhecimento;202601;48;20;4;137;1130;321;173;1303
G1;137300810002;Execução Judicial;202601;10;0;0;23;245;18;15;385
G1;137300810002;Execução Judicial;202602;39;1;0;24;273;19;15;391
G1;137300810002;Conhecimento;202602;125;23;8;93;1135;307;149;1312
G1;137300810002;Conhecimento;202603;123;31;6;90;1182;311;128;1316
G1;137300810002;Execução Judicial;202603;22;4;2;20;279;22;16;392
G1;137300810002;Conhecimento;202604;113;16;10;70;1207;305;131;1326
G1;137300810002;Execução Judicial;202604;27;4;1;40;287;25;16;407
G1;137300810002;Conhecimento;202605;92;25;10;96;1147;288;101;1314
G1;137300810002;Execução Judicial;202605;52;2;1;30;333;25;17;402
G1;137300810002;Execução Judicial;202606;20;0;0;20;331;21;16;371
G1;137300810002;Conhecimento;202606;104;10;8;94;1157;270;102;1323
G1;137340810001;Execução Judicial;202301;8;1;0;16;8;1;0;16
G1;137340810001;Conhecimento;202301;65;8;7;55;65;8;7;55
G1;137340810001;Execução Judicial;202302;48;6;1;19;56;7;1;35
G1;137340810001;Conhecimento;202302;43;4;3;46;108;12;10;101
G1;137340810001;Conhecimento;202303;68;5;3;37;176;17;13;138
G1;137340810001;Execução Judicial;202303;31;3;6;23;87;10;7;58
G1;137340810001;Conhecimento;202304;30;3;3;22;206;20;16;160
G1;137340810001;Execução Judicial;202304;12;1;1;24;99;11;8;82
G1;137340810001;Conhecimento;202305;51;4;2;37;257;24;18;197
G1;137340810001;Execução Judicial;202305;29;5;2;20;128;16;10;102
G1;137340810001;Execução Judicial;202306;20;1;2;21;148;17;12;123
G1;137340810001;Conhecimento;202306;58;6;5;42;315;30;23;239
G1;137340810001;Conhecimento;202307;64;6;0;39;379;36;23;278
G1;137340810001;Execução Judicial;202307;12;7;4;29;160;24;16;152
G1;137340810001;Execução Judicial;202308;16;2;1;33;176;26;17;185
G1;137340810001;Conhecimento;202308;89;2;5;53;468;38;28;331
G1;137340810001;Conhecimento;202309;64;3;2;38;532;41;30;369
G1;137340810001;Execução Judicial;202309;34;6;5;48;210;32;22;233
G1;137340810001;Conhecimento;202310;90;2;3;79;622;43;33;448
G1;137340810001;Execução Judicial;202310;23;10;5;13;233;42;27;246
G1;137340810001;Execução Judicial;202311;19;7;7;24;252;49;34;270
G1;137340810001;Conhecimento;202311;83;6;3;49;705;49;36;497
G1;137340810001;Conhecimento;202312;37;4;2;30;742;53;38;527
G1;137340810001;Execução Judicial;202312;11;4;1;31;263;53;35;301
G1;137340810001;Execução Judicial;202401;17;4;1;12;272;56;36;297
G1;137340810001;Conhecimento;202401;49;8;9;52;726;53;40;524
G1;137340810001;Conhecimento;202402;70;1;1;47;753;50;38;525
G1;137340810001;Execução Judicial;202402;51;3;5;15;275;53;40;293
G1;137340810001;Conhecimento;202403;27;3;3;26;712;48;38;514
G1;137340810001;Execução Judicial;202403;15;2;0;31;259;52;34;301
G1;137340810001;Execução Judicial;202404;19;4;1;25;266;55;34;302
G1;137340810001;Conhecimento;202404;32;3;2;30;714;48;37;522
G1;137340810001;Execução Judicial;202405;31;5;4;25;268;55;36;307
G1;137340810001;Conhecimento;202405;50;3;2;40;713;47;37;525
G1;137340810001;Conhecimento;202406;56;2;1;22;711;43;33;505
G1;137340810001;Execução Judicial;202406;24;1;2;48;272;55;36;334
G1;137340810001;Execução Judicial;202407;16;4;3;24;276;52;35;329
G1;137340810001;Conhecimento;202407;19;6;2;24;666;43;35;490
G1;137340810001;Execução Judicial;202408;26;7;6;13;286;57;40;309
G1;137340810001;Conhecimento;202408;18;9;3;25;595;50;33;462
G1;137340810001;Conhecimento;202409;40;4;2;35;571;51;33;459
G1;137340810001;Execução Judicial;202409;12;3;1;27;264;54;36;288
G1;137340810001;Execução Judicial;202410;27;7;1;16;268;51;32;291
G1;137340810001;Conhecimento;202410;20;19;5;14;501;68;35;394
G1;137340810001;Execução Judicial;202411;26;4;5;25;275;48;30;292
G1;137340810001;Conhecimento;202411;36;8;3;33;454;70;35;378
G1;137340810001;Conhecimento;202412;39;2;0;14;456;68;33;362
G1;137340810001;Execução Judicial;202412;31;3;3;18;295;47;32;279
G1;137340810001;Execução Judicial;202501;23;3;2;9;301;46;33;276
G1;137340810001;Conhecimento;202501;16;2;0;22;423;62;24;332
G1;137340810001;Conhecimento;202502;20;3;0;13;373;64;23;298
G1;137340810001;Execução Judicial;202502;27;4;4;18;277;47;32;279
G1;137340810001;Execução Judicial;202503;28;5;1;24;290;50;33;272
G1;137340810001;Conhecimento;202503;31;4;1;34;377;65;21;306
G1;137340810001;Conhecimento;202504;48;7;0;31;393;69;19;307
G1;137340810001;Execução Judicial;202504;33;3;1;10;304;49;33;257
G1;137340810001;Conhecimento;202505;47;15;1;31;390;81;18;298
G1;137340810001;Execução Judicial;202505;13;1;0;50;286;45;29;282
G1;137340810001;Execução Judicial;202506;18;7;0;49;280;51;27;283
G1;137340810001;Conhecimento;202506;43;5;1;24;377;84;18;300
G1;137340810001;Conhecimento;202507;15;4;0;16;373;82;16;292
G1;137340810001;Execução Judicial;202507;51;6;3;60;315;53;27;319
G1;137340810001;Conhecimento;202508;23;8;1;19;378;81;14;286
G1;137340810001;Execução Judicial;202508;40;5;2;10;329;51;23;316
G1;137340810001;Execução Judicial;202509;24;5;5;18;341;53;27;307
G1;137340810001;Conhecimento;202509;22;6;1;17;360;83;13;268
G1;137340810001;Conhecimento;202510;33;9;0;25;373;73;8;279
G1;137340810001;Execução Judicial;202510;22;3;5;7;336;49;31;298
G1;137340810001;Execução Judicial;202511;15;2;0;12;325;47;26;285
G1;137340810001;Conhecimento;202511;35;7;1;26;372;72;6;272
G1;137340810001;Conhecimento;202512;13;3;0;20;346;73;6;278
G1;137340810001;Execução Judicial;202512;35;1;0;17;329;45;23;284
G1;137340810001;Execução Judicial;202601;21;1;0;16;327;43;21;291
G1;137340810001;Conhecimento;202601;31;5;1;20;361;76;7;276
G1;137340810001;Execução Judicial;202602;21;0;1;10;321;39;18;283
G1;137340810001;Conhecimento;202602;21;8;1;17;362;81;8;280
G1;137340810001;Conhecimento;202603;19;5;2;15;350;82;9;261
G1;137340810001;Execução Judicial;202603;22;1;1;13;315;35;18;272
G1;137340810001;Execução Judicial;202604;13;4;3;34;295;36;20;296
G1;137340810001;Conhecimento;202604;16;7;3;23;318;82;12;253
G1;137340810001;Conhecimento;202605;11;6;3;21;282;73;14;243
G1;137340810001;Execução Judicial;202605;14;1;2;30;296;36;22;276
G1;137340810001;Conhecimento;202606;10;2;3;22;249;70;16;241
G1;137340810001;Execução Judicial;202606;12;3;3;22;290;32;25;249
G1;163170160001;Execução de Título Extrajudicial;202301;0;0;0;7;0;0;0;7
G1;163170160001;Conhecimento;202301;13;0;0;12;13;0;0;12
G1;163170160001;Execução Judicial;202301;0;0;0;0;0;0;0;0
G1;163170160001;Execução de Título Extrajudicial;202302;1;0;0;0;1;0;0;7
G1;163170160001;Execução Judicial;202302;5;0;0;2;5;0;0;2
G1;163170160001;Conhecimento;202302;15;0;0;9;28;0;0;21
G1;163170160001;Execução Judicial;202303;44;0;0;1;49;0;0;3
G1;163170160001;Conhecimento;202303;4;0;0;11;32;0;0;32
G1;163170160001;Execução de Título Extrajudicial;202303;1;0;0;0;2;0;0;7
G1;163170160001;Conhecimento;202304;14;0;0;20;46;0;0;52
G1;163170160001;Execução de Título Extrajudicial;202304;1;0;0;2;3;0;0;9
G1;163170160001;Execução Judicial;202304;28;0;0;3;77;0;0;6
G1;163170160001;Execução de Título Extrajudicial;202305;0;0;0;2;3;0;0;11
G1;163170160001;Conhecimento;202305;6;0;0;18;52;0;0;70
G1;163170160001;Execução Judicial;202305;3;0;0;3;80;0;0;9
G1;163170160001;Execução de Título Extrajudicial;202306;0;1;1;1;3;1;1;12
G1;163170160001;Conhecimento;202306;1;1;1;21;53;1;1;91
G1;163170160001;Execução Judicial;202306;4;0;0;2;84;0;0;11
G1;163170160001;Conhecimento;202307;21;1;0;19;74;2;1;110
G1;163170160001;Execução de Título Extrajudicial;202307;2;0;0;1;5;1;1;13
G1;163170160001;Execução Judicial;202307;4;0;0;3;88;0;0;14
G1;163170160001;Execução Judicial;202308;2;0;0;6;90;0;0;20
G1;163170160001;Execução de Título Extrajudicial;202308;0;1;1;2;5;2;2;15
G1;163170160001;Conhecimento;202308;11;0;1;23;85;2;2;133
G1;163170160001;Conhecimento;202309;14;1;0;16;99;3;2;149
G1;163170160001;Execução Judicial;202309;4;0;0;4;94;0;0;24
G1;163170160001;Execução de Título Extrajudicial;202309;1;0;0;1;6;2;2;16
G1;163170160001;Execução Judicial;202310;5;0;0;12;99;0;0;36
G1;163170160001;Execução de Título Extrajudicial;202310;0;0;0;0;6;2;2;16
G1;163170160001;Conhecimento;202310;7;3;0;9;106;6;2;158
G1;163170160001;Conhecimento;202311;21;1;1;16;127;7;3;174
G1;163170160001;Execução de Título Extrajudicial;202311;1;0;0;2;7;2;2;18
G1;163170160001;Execução Judicial;202311;4;0;0;6;103;0;0;42
G1;163170160001;Execução Judicial;202312;2;1;0;10;105;1;0;52
G1;163170160001;Execução de Título Extrajudicial;202312;0;0;0;0;7;2;2;18
G1;163170160001;Conhecimento;202312;21;0;0;23;148;7;3;197
G1;163170160001;Execução de Título Extrajudicial;202401;1;0;0;3;8;2;2;14
G1;163170160001;Execução Judicial;202401;4;0;1;3;109;1;1;55
G1;163170160001;Conhecimento;202401;5;0;0;6;140;7;3;191
G1;163170160001;Conhecimento;202402;3;0;0;12;128;7;3;194
G1;163170160001;Execução de Título Extrajudicial;202402;1;0;0;1;8;2;2;15
G1;163170160001;Execução Judicial;202402;3;0;0;3;107;1;1;56
G1;163170160001;Execução Judicial;202403;1;0;0;6;64;1;1;61
G1;163170160001;Execução de Título Extrajudicial;202403;0;0;0;1;7;2;2;16
G1;163170160001;Conhecimento;202403;14;0;0;12;138;7;3;195
G1;163170160001;Conhecimento;202404;10;0;0;23;134;7;3;198
G1;163170160001;Execução Judicial;202404;1;0;0;10;37;1;1;68
G1;163170160001;Execução de Título Extrajudicial;202404;0;0;0;2;6;2;2;16
G1;163170160001;Execução Judicial;202405;4;0;0;4;38;1;1;69
G1;163170160001;Conhecimento;202405;9;0;0;12;137;7;3;192
G1;163170160001;Execução de Título Extrajudicial;202405;0;0;0;2;6;2;2;16
G1;163170160001;Conhecimento;202406;12;1;0;8;148;7;2;179
G1;163170160001;Execução Judicial;202406;2;0;0;6;36;1;1;73
G1;163170160001;Execução de Título Extrajudicial;202406;1;1;0;0;7;2;1;15
G1;163170160001;Execução Judicial;202407;6;0;0;4;38;1;1;74
G1;163170160001;Conhecimento;202407;30;1;1;16;157;7;3;176
G1;163170160001;Execução de Título Extrajudicial;202407;1;0;0;0;6;2;1;14
G1;163170160001;Conhecimento;202408;6;0;1;8;152;7;3;161
G1;163170160001;Execução de Título Extrajudicial;202408;1;0;0;3;7;1;0;15
G1;163170160001;Execução Judicial;202408;5;0;0;4;41;1;1;72
G1;163170160001;Execução Judicial;202409;3;0;0;7;40;1;1;75
G1;163170160001;Conhecimento;202409;5;0;0;15;143;6;3;160
G1;163170160001;Execução de Título Extrajudicial;202409;0;0;0;0;6;1;0;14
G1;163170160001;Execução de Título Extrajudicial;202410;0;0;0;0;6;1;0;14
G1;163170160001;Execução Judicial;202410;2;0;0;4;37;1;1;67
G1;163170160001;Conhecimento;202410;25;3;3;15;161;6;6;166
G1;163170160001;Execução de Título Extrajudicial;202411;1;0;0;1;6;1;0;13
G1;163170160001;Conhecimento;202411;18;0;0;16;158;5;5;166
G1;163170160001;Execução Judicial;202411;9;0;0;3;42;1;1;64
G1;163170160001;Execução de Título Extrajudicial;202412;2;0;0;0;8;1;0;13
G1;163170160001;Execução Judicial;202412;11;1;1;4;51;1;2;58
G1;163170160001;Conhecimento;202412;23;0;0;22;160;5;5;165
G1;163170160001;Conhecimento;202501;6;0;0;16;161;5;5;175
G1;163170160001;Execução de Título Extrajudicial;202501;1;0;0;2;8;1;0;12
G1;163170160001;Execução Judicial;202501;1;0;0;9;48;1;1;64
G1;163170160001;Execução de Título Extrajudicial;202502;1;0;0;1;8;1;0;12
G1;163170160001;Conhecimento;202502;31;1;0;24;189;6;5;187
G1;163170160001;Execução Judicial;202502;4;0;0;12;49;1;1;73
G1;163170160001;Conhecimento;202503;19;1;1;37;194;7;6;212
G1;163170160001;Execução de Título Extrajudicial;202503;1;0;0;2;9;1;0;13
G1;163170160001;Execução Judicial;202503;3;0;0;7;51;1;1;74
G1;163170160001;Execução Judicial;202504;9;0;0;7;59;1;1;71
G1;163170160001;Execução de Título Extrajudicial;202504;1;0;0;0;10;1;0;11
G1;163170160001;Conhecimento;202504;6;0;0;17;190;7;6;206
G1;163170160001;Execução de Título Extrajudicial;202505;1;0;0;1;11;1;0;10
G1;163170160001;Conhecimento;202505;26;1;1;23;207;8;7;217
G1;163170160001;Execução Judicial;202505;5;0;0;16;60;1;1;83
G1;163170160001;Execução de Título Extrajudicial;202506;1;0;0;1;11;0;0;11
G1;163170160001;Execução Judicial;202506;5;0;0;11;63;1;1;88
G1;163170160001;Conhecimento;202506;27;1;0;19;222;8;7;228
G1;163170160001;Execução Judicial;202507;14;2;0;6;71;3;1;90
G1;163170160001;Execução de Título Extrajudicial;202507;1;0;0;0;11;0;0;11
G1;163170160001;Conhecimento;202507;20;1;1;26;212;8;7;238
G1;163170160001;Conhecimento;202508;22;2;0;27;228;10;6;257
G1;163170160001;Execução de Título Extrajudicial;202508;2;0;0;0;12;0;0;8
G1;163170160001;Execução Judicial;202508;8;0;0;7;74;3;1;93
G1;163170160001;Conhecimento;202509;21;1;0;24;244;11;6;266
G1;163170160001;Execução Judicial;202509;7;0;0;5;78;3;1;91
G1;163170160001;Execução de Título Extrajudicial;202509;0;0;0;3;12;0;0;11
G1;163170160001;Execução de Título Extrajudicial;202510;2;0;0;2;14;0;0;13
G1;163170160001;Conhecimento;202510;12;2;1;27;231;10;4;278
G1;163170160001;Execução Judicial;202510;5;0;0;12;81;3;1;99
G1;163170160001;Execução de Título Extrajudicial;202511;1;1;0;0;14;1;0;12
G1;163170160001;Execução Judicial;202511;5;0;0;7;77;3;1;103
G1;163170160001;Conhecimento;202511;8;0;0;17;221;10;4;279
G1;163170160001;Conhecimento;202512;36;2;1;16;234;12;5;273
G1;163170160001;Execução Judicial;202512;8;0;0;2;74;2;0;101
G1;163170160001;Execução de Título Extrajudicial;202512;2;0;0;0;14;1;0;12
G1;163170160001;Conhecimento;202601;8;1;0;23;236;13;5;280
G1;163170160001;Execução Judicial;202601;2;1;0;9;75;3;0;101
G1;163170160001;Execução de Título Extrajudicial;202601;0;0;0;1;13;1;0;11
G1;163170160001;Execução Judicial;202602;3;0;0;13;74;3;0;102
G1;163170160001;Execução de Título Extrajudicial;202602;0;0;0;1;12;1;0;11
G1;163170160001;Conhecimento;202602;19;0;0;33;224;12;5;289
G1;163170160001;Execução Judicial;202603;10;0;0;13;81;3;0;108
G1;163170160001;Execução de Título Extrajudicial;202603;2;0;0;0;13;1;0;9
G1;163170160001;Conhecimento;202603;13;2;2;17;218;13;6;269
G1;163170160001;Execução de Título Extrajudicial;202604;2;0;0;4;14;1;0;13
G1;163170160001;Conhecimento;202604;11;2;0;32;223;15;6;284
G1;163170160001;Execução Judicial;202604;5;0;0;10;77;3;0;111
G1;163170160001;Execução de Título Extrajudicial;202605;1;1;0;0;14;2;0;12
G1;163170160001;Conhecimento;202605;17;0;0;22;214;14;5;283
G1;163170160001;Execução Judicial;202605;4;0;0;12;76;3;0;107
G1;163170160001;Conhecimento;202606;32;1;2;19;219;14;7;283
G1;163170160001;Execução Judicial;202606;19;1;0;4;90;4;0;100
G1;163170160001;Execução de Título Extrajudicial;202606;6;0;0;2;19;2;0;13
G1;163170160002;Execução Judicial;202301;0;0;0;0;0;0;0;0
G1;163170160002;Conhecimento;202301;3;2;2;8;3;2;2;8
G1;163170160002;Execução Judicial;202302;0;0;0;0;0;0;0;0
G1;163170160002;Conhecimento;202302;13;5;5;11;16;7;7;19
G1;163170160002;Execução Judicial;202303;0;0;0;0;0;0;0;0
G1;163170160002;Conhecimento;202303;2;2;2;9;18;9;9;28
G1;163170160002;Conhecimento;202304;1;4;4;14;19;13;13;42
G1;163170160002;Execução Judicial;202304;0;0;0;0;0;0;0;0
G1;163170160002;Conhecimento;202305;1;10;8;13;20;23;21;55
G1;163170160002;Execução Judicial;202305;0;0;0;0;0;0;0;0
G1;163170160002;Conhecimento;202306;6;2;1;13;26;25;22;68
G1;163170160002;Execução Judicial;202306;0;0;0;0;0;0;0;0
G1;163170160002;Conhecimento;202307;1;2;1;10;27;27;23;78
G1;163170160002;Execução Judicial;202307;0;0;0;0;0;0;0;0
G1;163170160002;Execução Judicial;202308;0;0;0;0;0;0;0;0
G1;163170160002;Conhecimento;202308;15;1;0;12;42;28;23;90
G1;163170160002;Conhecimento;202309;0;4;2;19;42;32;25;109
G1;163170160002;Execução Judicial;202309;0;0;0;0;0;0;0;0
G1;163170160002;Execução Judicial;202310;0;0;0;0;0;0;0;0
G1;163170160002;Conhecimento;202310;13;1;1;21;55;33;26;130
G1;163170160002;Conhecimento;202311;19;5;5;11;74;38;31;141
G1;163170160002;Execução Judicial;202311;0;0;0;0;0;0;0;0
G1;163170160002;Execução Judicial;202312;1;0;0;0;1;0;0;0
G1;163170160002;Conhecimento;202312;40;6;2;9;114;44;33;150
G1;163170160002;Conhecimento;202401;9;1;2;16;120;43;33;158
G1;163170160002;Conhecimento;202402;3;2;1;11;110;40;29;158
G1;163170160002;Conhecimento;202403;13;2;2;4;121;40;29;153
G1;163170160002;Conhecimento;202404;14;2;2;26;134;38;27;165
G1;163170160002;Conhecimento;202405;3;0;0;12;136;28;19;164
G1;163170160002;Conhecimento;202406;17;2;2;13;147;28;20;164
G1;163170160002;Conhecimento;202407;34;0;0;17;180;26;19;171
G1;163170160002;Conhecimento;202408;2;0;0;12;167;25;19;171
G1;163170160002;Conhecimento;202409;2;2;2;21;169;23;19;173
G1;163170160002;Conhecimento;202410;16;4;2;20;172;26;20;172
G1;163170160002;Conhecimento;202411;8;0;0;12;161;21;15;173
G1;163170160002;Conhecimento;202412;21;1;1;10;142;16;14;174
G1;163170160002;Conhecimento;202501;2;3;0;7;135;18;12;165
G1;163170160002;Conhecimento;202502;18;2;1;4;150;18;12;158
G1;163170160002;Conhecimento;202503;11;2;0;7;148;18;10;161
G1;163170160002;Conhecimento;202504;8;3;0;6;142;19;8;141
G1;163170160002;Conhecimento;202505;2;2;0;2;141;21;8;131
G1;163170160002;Conhecimento;202506;13;0;0;16;137;19;6;134
G1;163170160002;Conhecimento;202507;7;2;0;8;110;21;6;125
G1;163170160002;Conhecimento;202508;4;3;1;2;112;24;7;115
G1;163170160002;Conhecimento;202509;15;0;0;2;125;22;5;96
G1;163170160002;Execução Judicial;202509;0;0;0;0;0;0;0;0
G1;163170160002;Conhecimento;202510;8;5;1;8;117;23;4;84
G1;163170160002;Execução Judicial;202510;0;0;0;1;0;0;0;1
G1;163170160002;Execução Judicial;202511;1;0;0;0;1;0;0;1
G1;163170160002;Conhecimento;202511;7;1;1;2;116;24;5;74
G1;163170160002;Execução Judicial;202512;0;0;0;0;1;0;0;1
G1;163170160002;Conhecimento;202512;7;2;1;5;102;25;5;69
G1;163170160002;Conhecimento;202601;12;2;0;2;112;24;5;64
G1;163170160002;Execução Judicial;202601;0;0;0;0;1;0;0;1
G1;163170160002;Conhecimento;202602;6;1;1;7;100;23;5;67
G1;163170160002;Execução Judicial;202602;0;0;0;0;1;0;0;1
G1;163170160002;Conhecimento;202603;8;1;0;4;97;22;5;64
G1;163170160002;Execução Judicial;202603;0;0;0;0;1;0;0;1
G1;163170160002;Execução Judicial;202604;0;0;0;0;1;0;0;1
G1;163170160002;Conhecimento;202604;4;3;2;6;93;22;7;64
G1;163170160002;Conhecimento;202605;4;0;4;7;95;20;11;69
G1;163170160002;Execução Judicial;202605;0;0;0;0;1;0;0;1
G1;163170160002;Conhecimento;202606;2;1;2;8;84;21;13;61
G1;163170160002;Execução Judicial;202606;0;0;0;0;1;0;0;1
G1;163170160004;Conhecimento;202307;0;0;1;2;0;0;1;2
G1;163170160004;Conhecimento;202309;0;0;1;0;0;0;2;2
G1;163170160004;Conhecimento;202310;0;0;0;1;0;0;2;3
G1;163170160004;Conhecimento;202311;0;0;0;1;0;0;2;4
G1;163170160004;Conhecimento;202312;0;0;3;1;0;0;5;5
G1;163170160004;Conhecimento;202402;0;0;1;0;0;0;6;5
G1;163170160004;Conhecimento;202404;0;0;0;1;0;0;6;6
G1;163170160004;Conhecimento;202410;0;0;2;0;0;0;6;3
G1;163170160004;Conhecimento;202502;0;0;0;2;0;0;2;3
G1;163170160004;Conhecimento;202503;0;0;1;1;0;0;3;4
G1;163170160004;Conhecimento;202504;0;0;1;0;0;0;4;3
G1;163170160004;Conhecimento;202508;0;0;1;0;0;0;5;3
G1;163170160004;Conhecimento;202510;0;0;2;0;0;0;5;3
G1;164260010301;Execução Judicial;202301;1;0;0;0;1;0;0;0
G1;164260010301;Conhecimento;202301;4;4;5;19;4;4;5;19
G1;164260010301;Conhecimento;202302;3;1;1;22;7;5;6;41
G1;164260010301;Conhecimento;202303;23;4;4;15;30;9;10;56
G1;164260010301;Conhecimento;202304;21;2;2;19;51;11;12;75
G1;164260010301;Conhecimento;202305;17;7;5;23;68;18;17;98
G1;164260010301;Conhecimento;202306;9;0;4;16;77;18;21;114
G1;164260010301;Conhecimento;202307;15;5;3;31;92;23;24;145
G1;164260010301;Conhecimento;202308;16;5;4;15;108;28;28;160
